model,repeat,scenario_id,wait_time,efficacy,side_effects_text,extra_policy_description,expected_wait_order_group,decision,probability_0_1,reasoning,parse_success
Qwen2.5-72B,3,B1,2.0,0.7,low,online pre-registration required,group_B,Yes,0.7,High effectiveness and low side effect risk outweigh the wait time.,True
Qwen2.5-72B,4,B1,2.0,0.7,low,online pre-registration required,group_B,Yes,0.7,The high effectiveness and low side effect risk outweigh the wait time.,True
Qwen2.5-72B,5,B1,2.0,0.7,low,online pre-registration required,group_B,Yes,0.7,"The benefits of vaccination outweigh the risks, even with a wait time.",True
Qwen2.5-72B,6,B1,2.0,0.7,low,online pre-registration required,group_B,Yes,0.85,High effectiveness and low side effect risk outweigh the wait time.,True
Qwen2.5-72B,7,B1,2.0,0.7,low,online pre-registration required,group_B,Yes,0.7,High effectiveness and low side effect risk justify the wait.,True
Qwen2.5-72B,8,B1,2.0,0.7,low,online pre-registration required,group_B,Yes,0.85,The benefits of early vaccination outweigh the wait time and low side effect risk.,True
Qwen2.5-72B,9,B1,2.0,0.7,low,online pre-registration required,group_B,Yes,0.85,High effectiveness and low side effect risk outweigh the wait time.,True
Qwen2.5-72B,10,B1,2.0,0.7,low,online pre-registration required,group_B,Yes,0.7,The high effectiveness and low side effect risk justify the wait time.,True
Qwen2.5-72B,1,B2,6.0,0.7,low,online pre-registration required,group_B,Yes,0.85,High effectiveness and low side effect risk outweigh the long wait time.,True
Qwen2.5-72B,2,B2,6.0,0.7,low,online pre-registration required,group_B,Yes,0.7,High effectiveness and low side effect risk justify the wait.,True
Qwen2.5-72B,3,B2,6.0,0.7,low,online pre-registration required,group_B,Yes,0.85,The high effectiveness and low side effect risk outweigh the long wait time.,True
Qwen2.5-72B,4,B2,6.0,0.7,low,online pre-registration required,group_B,Yes,0.7,The high effectiveness and low side effect risk outweigh the wait time.,True
Qwen2.5-72B,5,B2,6.0,0.7,low,online pre-registration required,group_B,Yes,0.7,High effectiveness and low side effect risk justify the wait.,True
Qwen2.5-72B,6,B2,6.0,0.7,low,online pre-registration required,group_B,Yes,0.7,The high effectiveness and low side effect risk outweigh the wait time.,True
Qwen2.5-72B,7,B2,6.0,0.7,low,online pre-registration required,group_B,Yes,0.85,The high effectiveness and low side effect risk outweigh the wait time.,True
Qwen2.5-72B,8,B2,6.0,0.7,low,online pre-registration required,group_B,Yes,0.85,High effectiveness and low side effect risk outweigh the wait time.,True
Qwen2.5-72B,9,B2,6.0,0.7,low,online pre-registration required,group_B,Yes,0.7,The high effectiveness and low side effect risk outweigh the long wait time.,True
Qwen2.5-72B,10,B2,6.0,0.7,low,online pre-registration required,group_B,Yes,0.85,The long wait time and high effectiveness outweigh the low side effect risk.,True
Qwen2.5-72B,1,C1,2.0,0.7,low,walk-in access available,group_C,Yes,0.8,High effectiveness and low side effect risk outweigh the wait time.,True
Qwen2.5-72B,2,C1,2.0,0.7,low,walk-in access available,group_C,Yes,0.85,High effectiveness and low side effect risk outweigh the wait time.,True
Qwen2.5-72B,3,C1,2.0,0.7,low,walk-in access available,group_C,Yes,0.85,High effectiveness and low side effect risk outweigh the wait time.,True
Qwen2.5-72B,4,C1,2.0,0.7,low,walk-in access available,group_C,Yes,0.85,High effectiveness and low side effect risk outweigh the wait time.,True
Qwen2.5-72B,5,C1,2.0,0.7,low,walk-in access available,group_C,Yes,0.85,High effectiveness and low side effect risk outweigh the wait time.,True
Qwen2.5-72B,6,C1,2.0,0.7,low,walk-in access available,group_C,Yes,0.85,High effectiveness and low side effect risk outweigh the wait time.,True
Qwen2.5-72B,7,C1,2.0,0.7,low,walk-in access available,group_C,Yes,0.85,High effectiveness and low side effect risk outweigh the wait time.,True
Qwen2.5-72B,8,C1,2.0,0.7,low,walk-in access available,group_C,Yes,0.85,High effectiveness and low side effect risk outweigh the wait time.,True
Qwen2.5-72B,9,C1,2.0,0.7,low,walk-in access available,group_C,Yes,0.85,High effectiveness and low side effect risk outweigh the wait time.,True
Qwen2.5-72B,10,C1,2.0,0.7,low,walk-in access available,group_C,Yes,0.85,High effectiveness and low side effect risk outweigh the wait time.,True
Qwen2.5-72B,1,C2,6.0,0.7,low,walk-in access available,group_C,Yes,0.85,The high effectiveness and low side effect risk outweigh the wait time.,True
Qwen2.5-72B,2,C2,6.0,0.7,low,walk-in access available,group_C,Yes,0.7,High effectiveness and low side effect risk outweigh the wait time.,True
Qwen2.5-72B,3,C2,6.0,0.7,low,walk-in access available,group_C,Yes,0.75,High effectiveness and low side effect risk outweigh the wait time.,True
Qwen2.5-72B,4,C2,6.0,0.7,low,walk-in access available,group_C,Yes,0.85,The benefits of early vaccination outweigh the wait time and low side effect risk.,True
Qwen2.5-72B,5,C2,6.0,0.7,low,walk-in access available,group_C,Yes,0.75,High effectiveness and low side effect risk outweigh the wait time.,True
Qwen2.5-72B,6,C2,6.0,0.7,low,walk-in access available,group_C,Yes,0.85,High effectiveness and low side effect risk outweigh the wait time.,True
Qwen2.5-72B,7,C2,6.0,0.7,low,walk-in access available,group_C,Yes,0.85,High effectiveness and low side effect risk outweigh the wait time.,True
Qwen2.5-72B,8,C2,6.0,0.7,low,walk-in access available,group_C,Yes,0.85,High effectiveness and low side effect risk outweigh the wait time.,True
Qwen2.5-72B,9,C2,6.0,0.7,low,walk-in access available,group_C,Yes,0.7,High effectiveness and low side effect risk outweigh the wait time.,True
Qwen2.5-72B,10,C2,6.0,0.7,low,walk-in access available,group_C,Yes,0.85,High effectiveness and low side effect risk outweigh the wait time.,True
Qwen2.5-72B,1,D1,2.0,0.7,low,appointment site far from home,group_D,Yes,0.85,High effectiveness and low side effect risk outweigh the inconvenience of wait time and distance.,True
Qwen2.5-72B,2,D1,2.0,0.7,low,appointment site far from home,group_D,Yes,0.7,The effectiveness outweighs the low side effect risk and inconvenience.,True
Qwen2.5-72B,3,D1,2.0,0.7,low,appointment site far from home,group_D,Yes,0.75,The effectiveness outweighs the low side effect risk and inconvenience.,True
Qwen2.5-72B,4,D1,2.0,0.7,low,appointment site far from home,group_D,Yes,0.8,The high effectiveness and low side effect risk outweigh the inconvenience of wait time and distance.,True
Qwen2.5-72B,5,D1,2.0,0.7,low,appointment site far from home,group_D,Yes,0.7,High effectiveness and low side effect risk outweigh the inconvenience.,True
Qwen2.5-72B,6,D1,2.0,0.7,low,appointment site far from home,group_D,Yes,0.85,High effectiveness and low side effect risk outweigh the inconvenience of wait time and travel.,True
Qwen2.5-72B,7,D1,2.0,0.7,low,appointment site far from home,group_D,Yes,0.85,High effectiveness and low side effect risk outweigh the inconvenience of travel and wait time.,True
Qwen2.5-72B,8,D1,2.0,0.7,low,appointment site far from home,group_D,Yes,0.7,High effectiveness and low side effect risk justify the wait and travel.,True
Qwen2.5-72B,9,D1,2.0,0.7,low,appointment site far from home,group_D,Yes,0.8,High effectiveness and low side effect risk outweigh the inconvenience of wait time and distance.,True
Qwen2.5-72B,10,D1,2.0,0.7,low,appointment site far from home,group_D,Yes,0.7,High effectiveness and low side effect risk outweigh the inconvenience of wait time and distance.,True
Qwen2.5-72B,1,D2,6.0,0.7,low,appointment site far from home,group_D,Yes,0.75,High effectiveness and low side effect risk outweigh the inconvenience of wait time and distance.,True
Qwen2.5-72B,2,D2,6.0,0.7,low,appointment site far from home,group_D,Yes,0.7,High effectiveness and low side effect risk outweigh the inconvenience of wait time and distance.,True
Qwen2.5-72B,3,D2,6.0,0.7,low,appointment site far from home,group_D,Yes,0.7,High effectiveness and low side effect risk justify the wait.,True
Qwen2.5-72B,4,D2,6.0,0.7,low,appointment site far from home,group_D,Yes,0.7,The vaccine's effectiveness outweighs the low side effect risk and long wait time.,True
Qwen2.5-72B,5,D2,6.0,0.7,low,appointment site far from home,group_D,Yes,0.75,High effectiveness and low side effect risk outweigh the inconvenience of wait time and distance.,True
Qwen2.5-72B,6,D2,6.0,0.7,low,appointment site far from home,group_D,Yes,0.7,The high effectiveness and low side effect risk outweigh the inconvenience of the wait and distance.,True
Qwen2.5-72B,7,D2,6.0,0.7,low,appointment site far from home,group_D,Yes,0.8,High effectiveness and low side effect risk outweigh the inconvenience.,True
Qwen2.5-72B,8,D2,6.0,0.7,low,appointment site far from home,group_D,Yes,0.7,High effectiveness and low side effect risk outweigh the inconvenience of wait time and distance.,True
Qwen2.5-72B,9,D2,6.0,0.7,low,appointment site far from home,group_D,Yes,0.7,The effectiveness outweighs the low side effect risk and long wait time.,True
Qwen2.5-72B,10,D2,6.0,0.7,low,appointment site far from home,group_D,Yes,0.7,The effectiveness outweighs the low side effect risk and long wait time.,True
Qwen2.5-72B,1,E1,2.0,0.7,low,appointment reminder and flexible scheduling,group_E,Yes,0.7,The vaccine's effectiveness and low side effect risk outweigh the wait time.,True
Qwen2.5-72B,2,E1,2.0,0.7,low,appointment reminder and flexible scheduling,group_E,Yes,0.85,High effectiveness and low side effect risk outweigh the wait time.,True
Qwen2.5-72B,3,E1,2.0,0.7,low,appointment reminder and flexible scheduling,group_E,Yes,0.85,High effectiveness and low side effect risk outweigh the wait time.,True
Qwen2.5-72B,4,E1,2.0,0.7,low,appointment reminder and flexible scheduling,group_E,Yes,0.85,High effectiveness and low side effect risk outweigh the wait time.,True
Qwen2.5-72B,5,E1,2.0,0.7,low,appointment reminder and flexible scheduling,group_E,Yes,0.8,High effectiveness and low side effect risk outweigh the wait time.,True
Qwen2.5-72B,6,E1,2.0,0.7,low,appointment reminder and flexible scheduling,group_E,Yes,0.85,High effectiveness and low side effect risk outweigh the wait time.,True
Qwen2.5-72B,7,E1,2.0,0.7,low,appointment reminder and flexible scheduling,group_E,Yes,0.85,The benefits of vaccination outweigh the wait time and low side effect risk.,True
Qwen2.5-72B,8,E1,2.0,0.7,low,appointment reminder and flexible scheduling,group_E,Yes,0.85,High effectiveness and low side effect risk outweigh the wait time.,True
Qwen2.5-72B,9,E1,2.0,0.7,low,appointment reminder and flexible scheduling,group_E,Yes,0.85,The benefits of vaccination outweigh the wait time and low side effect risk.,True
Qwen2.5-72B,10,E1,2.0,0.7,low,appointment reminder and flexible scheduling,group_E,Yes,0.85,High effectiveness and low side effect risk outweigh the wait time.,True
Qwen2.5-72B,1,E2,6.0,0.7,low,appointment reminder and flexible scheduling,group_E,Yes,0.85,High effectiveness and low side effect risk justify the wait.,True
Qwen2.5-72B,2,E2,6.0,0.7,low,appointment reminder and flexible scheduling,group_E,Yes,0.85,High effectiveness and low side effect risk outweigh the wait time.,True
Qwen2.5-72B,3,E2,6.0,0.7,low,appointment reminder and flexible scheduling,group_E,Yes,0.85,High effectiveness and low side effect risk outweigh the wait time.,True
Qwen2.5-72B,4,E2,6.0,0.7,low,appointment reminder and flexible scheduling,group_E,Yes,0.85,High effectiveness and low side effect risk outweigh the wait time.,True
Qwen2.5-72B,5,E2,6.0,0.7,low,appointment reminder and flexible scheduling,group_E,Yes,0.75,The high effectiveness and low side effect risk outweigh the long wait time.,True
Qwen2.5-72B,6,E2,6.0,0.7,low,appointment reminder and flexible scheduling,group_E,Yes,0.85,High effectiveness and low side effect risk outweigh the wait time.,True
Qwen2.5-72B,7,E2,6.0,0.7,low,appointment reminder and flexible scheduling,group_E,Yes,0.75,High effectiveness and low side effect risk outweigh the wait time.,True
Qwen2.5-72B,8,E2,6.0,0.7,low,appointment reminder and flexible scheduling,group_E,Yes,0.85,High effectiveness and low side effect risk justify the wait.,True
Qwen2.5-72B,9,E2,6.0,0.7,low,appointment reminder and flexible scheduling,group_E,Yes,0.85,High effectiveness and low side effect risk justify the wait.,True
Qwen2.5-72B,10,E2,6.0,0.7,low,appointment reminder and flexible scheduling,group_E,Yes,0.85,High effectiveness and low side effect risk outweigh the wait time.,True
Qwen2.5-72B,1,F1,2.0,0.7,low,uncertain queue length and administrative paperwork,group_F,Yes,0.8,The benefits of vaccination outweigh the risks and wait time.,True
Qwen2.5-72B,2,F1,2.0,0.7,low,uncertain queue length and administrative paperwork,group_F,Yes,0.7,The benefits of vaccination outweigh the wait time and low side effect risk.,True
Qwen2.5-72B,3,F1,2.0,0.7,low,uncertain queue length and administrative paperwork,group_F,Yes,0.7,High effectiveness and low side effect risk outweigh the wait and paperwork.,True
Qwen2.5-72B,4,F1,2.0,0.7,low,uncertain queue length and administrative paperwork,group_F,Yes,0.75,The high effectiveness and low side effect risk outweigh the inconvenience of wait time and paperwork.,True
Qwen2.5-72B,5,F1,2.0,0.7,low,uncertain queue length and administrative paperwork,group_F,Yes,0.7,The vaccine's effectiveness and low side effect risk outweigh the inconvenience of wait time and paperwork.,True
Qwen2.5-72B,6,F1,2.0,0.7,low,uncertain queue length and administrative paperwork,group_F,Yes,0.7,High effectiveness and low side effect risk justify the wait.,True
Qwen2.5-72B,7,F1,2.0,0.7,low,uncertain queue length and administrative paperwork,group_F,Yes,0.8,The benefits of vaccination outweigh the low risk of side effects and the wait time.,True
Qwen2.5-72B,8,F1,2.0,0.7,low,uncertain queue length and administrative paperwork,group_F,Yes,0.75,The benefits of vaccination outweigh the low risk of side effects and the manageable wait time.,True
Qwen2.5-72B,9,F1,2.0,0.7,low,uncertain queue length and administrative paperwork,group_F,Yes,0.75,High effectiveness and low side effect risk outweigh the inconvenience of wait time and paperwork.,True
Qwen2.5-72B,10,F1,2.0,0.7,low,uncertain queue length and administrative paperwork,group_F,Yes,0.7,The vaccine's effectiveness outweighs the low risk of side effects and the wait time.,True
Qwen2.5-72B,1,F2,6.0,0.7,low,uncertain queue length and administrative paperwork,group_F,Yes,0.7,The effectiveness outweighs the low side effect risk and long wait time.,True
Qwen2.5-72B,2,F2,6.0,0.7,low,uncertain queue length and administrative paperwork,group_F,Yes,0.7,The high effectiveness and low side effect risk outweigh the wait time and administrative hassle.,True
Qwen2.5-72B,3,F2,6.0,0.7,low,uncertain queue length and administrative paperwork,group_F,Yes,0.7,The vaccine's effectiveness outweighs the low side effect risk and long wait time.,True
Qwen2.5-72B,4,F2,6.0,0.7,low,uncertain queue length and administrative paperwork,group_F,Yes,0.7,"The vaccine's effectiveness outweighs the low risk of side effects, despite the wait time.",True
Qwen2.5-72B,5,F2,6.0,0.7,low,uncertain queue length and administrative paperwork,group_F,Yes,0.7,The high effectiveness and low side effect risk outweigh the inconvenience of wait time and paperwork.,True
Qwen2.5-72B,6,F2,6.0,0.7,low,uncertain queue length and administrative paperwork,group_F,Yes,0.7,The high effectiveness and low side effect risk outweigh the long wait time.,True
Qwen2.5-72B,7,F2,6.0,0.7,low,uncertain queue length and administrative paperwork,group_F,Yes,0.7,High effectiveness and low side effect risk outweigh the wait time.,True
Qwen2.5-72B,8,F2,6.0,0.7,low,uncertain queue length and administrative paperwork,group_F,Yes,0.7,The high effectiveness and low side effect risk outweigh the wait time and administrative hassles.,True
Qwen2.5-72B,9,F2,6.0,0.7,low,uncertain queue length and administrative paperwork,group_F,Yes,0.8,The effectiveness and low side effect risk outweigh the long wait time.,True
Qwen2.5-72B,10,F2,6.0,0.7,low,uncertain queue length and administrative paperwork,group_F,Yes,0.7,The effectiveness outweighs the low side effect risk and long wait time.,True
DeepSeek V3,1,A1,2.0,0.7,low,neutral standard appointment,group_A,Yes,0.7,Vaccine effectiveness is decent and side effects are low.,True
DeepSeek V3,2,A1,2.0,0.7,low,neutral standard appointment,group_A,Yes,0.8,The vaccine's effectiveness and low side effect risk outweigh the wait time.,True
DeepSeek V3,3,A1,2.0,0.7,low,neutral standard appointment,group_A,Yes,0.7,The vaccine's effectiveness and low side effect risk outweigh the wait time.,True
DeepSeek V3,4,A1,2.0,0.7,low,neutral standard appointment,group_A,Yes,0.8,The benefits of vaccination outweigh the low side effect risk.,True
DeepSeek V3,5,A1,2.0,0.7,low,neutral standard appointment,group_A,Yes,0.8,The benefits of vaccination outweigh the low side effect risk.,True
DeepSeek V3,6,A1,2.0,0.7,low,neutral standard appointment,group_A,Yes,0.8,The vaccine's effectiveness outweighs the low side effect risk.,True
DeepSeek V3,7,A1,2.0,0.7,low,neutral standard appointment,group_A,Yes,0.7,The benefits outweigh the low side effect risk.,True
DeepSeek V3,8,A1,2.0,0.7,low,neutral standard appointment,group_A,Yes,0.75,The benefits outweigh the low side effect risk.,True
DeepSeek V3,9,A1,2.0,0.7,low,neutral standard appointment,group_A,Yes,0.7,Vaccine effectiveness is decent and side effects are low.,True
DeepSeek V3,10,A1,2.0,0.7,low,neutral standard appointment,group_A,Yes,0.7,Vaccine effectiveness and low side effect risk outweigh the wait time.,True
DeepSeek V3,1,A2,6.0,0.7,low,neutral standard appointment,group_A,Yes,0.7,The vaccine's effectiveness and low side effect risk outweigh the wait time.,True
DeepSeek V3,2,A2,6.0,0.7,low,neutral standard appointment,group_A,Yes,0.7,The vaccine's effectiveness and low side effect risk outweigh the wait time.,True
DeepSeek V3,3,A2,6.0,0.7,low,neutral standard appointment,group_A,Yes,0.7,The vaccine effectiveness is decent and side effects are low.,True
DeepSeek V3,4,A2,6.0,0.7,low,neutral standard appointment,group_A,Yes,0.7,The benefits outweigh the risks.,True
DeepSeek V3,5,A2,6.0,0.7,low,neutral standard appointment,group_A,Yes,0.7,The vaccine's effectiveness and low side effect risk outweigh the wait time.,True
DeepSeek V3,6,A2,6.0,0.7,low,neutral standard appointment,group_A,Yes,0.7,The benefits outweigh the risks given the moderate effectiveness and low side effect risk.,True
DeepSeek V3,7,A2,6.0,0.7,low,neutral standard appointment,group_A,Yes,0.7,The vaccine's effectiveness is decent and side effects are low.,True
DeepSeek V3,8,A2,6.0,0.7,low,neutral standard appointment,group_A,Yes,0.7,The vaccine's effectiveness and low side effect risk outweigh the wait time.,True
DeepSeek V3,9,A2,6.0,0.7,low,neutral standard appointment,group_A,Yes,0.75,The benefits outweigh the risks given moderate effectiveness and low side effects.,True
DeepSeek V3,10,A2,6.0,0.7,low,neutral standard appointment,group_A,Yes,0.7,The vaccine's effectiveness and low side effect risk outweigh the wait time.,True
DeepSeek V3,1,B1,2.0,0.7,low,online pre-registration required,group_B,Yes,0.75,Pre-registration is convenient and benefits outweigh the wait.,True
DeepSeek V3,2,B1,2.0,0.7,low,online pre-registration required,group_B,Yes,0.75,"The vaccine is effective and side effects are low, making it worth the wait.",True
DeepSeek V3,3,B1,2.0,0.7,low,online pre-registration required,group_B,Yes,0.8,The vaccine's effectiveness and low side effect risk outweigh the wait time.,True
DeepSeek V3,4,B1,2.0,0.7,low,online pre-registration required,group_B,Yes,0.8,Pre-registration is convenient and low side effect risk outweighs the wait.,True
DeepSeek V3,5,B1,2.0,0.7,low,online pre-registration required,group_B,Yes,0.85,The benefits of protection outweigh the wait and minor side effects.,True
DeepSeek V3,6,B1,2.0,0.7,low,online pre-registration required,group_B,Yes,1.0,"The wait time is 2 months, and vaccine effectiveness is 0.7, with low side effect risk, so getting vaccinated now is beneficial.",True
DeepSeek V3,7,B1,2.0,0.7,low,online pre-registration required,group_B,No,0.005,"'{ ""current wait time is 2 months"", ""vaccine effectiveness is 0.7"", ""side effect risk is low"" }",True
DeepSeek V3,8,B1,2.0,0.7,low,online pre-registration required,group_B,Yes,,"I'm considering getting vaccinated now due to the current wait time, vaccine effectiveness, and additional context.",False
DeepSeek V3,9,B1,2.0,0.7,low,online pre-registration required,group_B,Yes,0.75,The vaccine's effectiveness and low side effect risk outweigh the wait time.,True
DeepSeek V3,10,B1,2.0,0.7,low,online pre-registration required,group_B,Yes,0.8,The benefits outweigh the low side effect risk.,True
DeepSeek V3,1,B2,6.0,0.7,low,online pre-registration required,group_B,Yes,0.8,The benefits outweigh the risks despite the wait time.,True
DeepSeek V3,2,B2,6.0,0.7,low,online pre-registration required,group_B,Yes,0.8,The benefits of vaccination outweigh the mild inconvenience of pre-registration.,True
DeepSeek V3,3,B2,6.0,0.7,low,online pre-registration required,group_B,Yes,0.85,The benefits outweigh the minimal side effect risk.,True
DeepSeek V3,4,B2,6.0,0.7,low,online pre-registration required,group_B,Yes,0.8,The vaccine's effectiveness and low side effect risk outweigh the wait time.,True
DeepSeek V3,5,B2,6.0,0.7,low,online pre-registration required,group_B,Yes,0.85,The benefits outweigh the risks despite the wait time.,True
DeepSeek V3,6,B2,6.0,0.7,low,online pre-registration required,group_B,Yes,0.8,The vaccine's effectiveness and low side effect risk outweigh the wait time.,True
DeepSeek V3,7,B2,6.0,0.7,low,online pre-registration required,group_B,Yes,0.7,The benefits outweigh the risks despite the wait time.,True
DeepSeek V3,8,B2,6.0,0.7,low,online pre-registration required,group_B,Yes,0.8,The benefits outweigh the risks despite the wait time.,True
DeepSeek V3,9,B2,6.0,0.7,low,online pre-registration required,group_B,Yes,0.8,The benefits of vaccination outweigh the wait and online registration hassle.,True
DeepSeek V3,10,B2,6.0,0.7,low,online pre-registration required,group_B,Yes,0.8,The vaccine's effectiveness and low side effect risk outweigh the wait time.,True
DeepSeek V3,1,C1,2.0,0.7,low,walk-in access available,group_C,Yes,0.85,Walk-in access makes it convenient despite the wait time.,True
DeepSeek V3,2,C1,2.0,0.7,low,walk-in access available,group_C,Yes,0.85,Walk-in access and low side effect risk make vaccination convenient and safe.,True
DeepSeek V3,3,C1,2.0,0.7,low,walk-in access available,group_C,Yes,0.8,Walk-in access and low side effect risk make it convenient and safe.,True
DeepSeek V3,4,C1,2.0,0.7,low,walk-in access available,group_C,Yes,0.8,Walk-in access and low side effect risk make vaccination convenient and safe.,True
DeepSeek V3,5,C1,2.0,0.7,low,walk-in access available,group_C,Yes,0.8,Walk-in access and decent effectiveness outweigh the wait time.,True
DeepSeek V3,6,C1,2.0,0.7,low,walk-in access available,group_C,Yes,0.85,Walk-in access and decent effectiveness outweigh the wait time and low side effect risk.,True
DeepSeek V3,7,C1,2.0,0.7,low,walk-in access available,group_C,Yes,0.8,Walk-in access and low side effect risk make vaccination convenient and safe.,True
DeepSeek V3,8,C1,2.0,0.7,low,walk-in access available,group_C,Yes,0.8,Walk-in access makes it convenient despite the wait time.,True
DeepSeek V3,9,C1,2.0,0.7,low,walk-in access available,group_C,Yes,0.8,Walk-in access and decent effectiveness outweigh the wait time.,True
DeepSeek V3,10,C1,2.0,0.7,low,walk-in access available,group_C,Yes,0.8,Walk-in access and decent effectiveness outweigh the wait time.,True
DeepSeek V3,1,C2,6.0,0.7,low,walk-in access available,group_C,Yes,0.8,Walk-in access and decent effectiveness outweigh the wait time.,True
DeepSeek V3,2,C2,6.0,0.7,low,walk-in access available,group_C,Yes,0.8,Walk-in access and decent effectiveness outweigh the wait time.,True
DeepSeek V3,3,C2,6.0,0.7,low,walk-in access available,group_C,Yes,0.8,Walk-in access makes vaccination convenient despite the wait time.,True
DeepSeek V3,4,C2,6.0,0.7,low,walk-in access available,group_C,Yes,0.8,Walk-in access and low side effect risk make vaccination convenient and safe.,True
DeepSeek V3,5,C2,6.0,0.7,low,walk-in access available,group_C,Yes,0.8,Walk-in access and decent effectiveness outweigh the wait time.,True
DeepSeek V3,6,C2,6.0,0.7,low,walk-in access available,group_C,Yes,0.85,Walk-in access and low side effect risk make vaccination convenient and safe.,True
DeepSeek V3,7,C2,6.0,0.7,low,walk-in access available,group_C,Yes,0.8,Walk-in access and low side effect risk make vaccination convenient and safe.,True
DeepSeek V3,8,C2,6.0,0.7,low,walk-in access available,group_C,Yes,0.8,Walk-in access and low side effect risk make vaccination convenient and safe.,True
DeepSeek V3,9,C2,6.0,0.7,low,walk-in access available,group_C,Yes,0.8,Walk-in access and decent effectiveness outweigh the wait time.,True
DeepSeek V3,10,C2,6.0,0.7,low,walk-in access available,group_C,Yes,0.85,Walk-in access and low side effect risk make vaccination convenient and safe.,True
DeepSeek V3,1,D1,2.0,0.7,low,appointment site far from home,group_D,Yes,0.75,The benefits of vaccination outweigh the inconvenience of travel and wait time.,True
DeepSeek V3,2,D1,2.0,0.7,low,appointment site far from home,group_D,Yes,0.8,The vaccine's effectiveness outweighs the inconvenience of travel and wait time.,True
DeepSeek V3,3,D1,2.0,0.7,low,appointment site far from home,group_D,No,0.3,The distant location and wait time outweigh the moderate effectiveness.,True
DeepSeek V3,4,D1,2.0,0.7,low,appointment site far from home,group_D,No,0.3,The long wait time and distant location reduce motivation.,True
DeepSeek V3,5,D1,2.0,0.7,low,appointment site far from home,group_D,No,0.3,The far appointment site reduces motivation despite low side effect risk.,True
DeepSeek V3,6,D1,2.0,0.7,low,appointment site far from home,group_D,Yes,0.7,The vaccine's effectiveness outweighs the inconvenience of travel.,True
